dgp,fit,leaf,nuisance_truth,design,estimand,system,top_feature,category,rating_count,observed_count,observed_proportion,pred_count_mean,pred_count_p03,pred_count_p97,pred_prop_mean,pred_prop_p03,pred_prop_p97,prop_error,interval_includes_observed_prop
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,0,48,14.0,0.2916666666666667,14.5125,8.0,23.0,0.30234375,0.16666666666666666,0.4791666666666667,0.010677083333333337,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,1,48,5.0,0.10416666666666667,3.7625,1.0,7.0,0.07838541666666668,0.020833333333333332,0.14583333333333334,-0.02578124999999999,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,2,48,3.0,0.0625,3.84375,1.0,8.0,0.080078125,0.020833333333333332,0.16666666666666666,0.017578125,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,3,48,9.0,0.1875,6.525,2.0,11.0,0.1359375,0.041666666666666664,0.22916666666666666,-0.05156250000000001,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,4,48,8.0,0.16666666666666666,5.38125,1.0,9.22999999999999,0.112109375,0.020833333333333332,0.19229166666666644,-0.05455729166666666,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,5,48,5.0,0.10416666666666667,5.61875,2.0,10.0,0.11705729166666665,0.041666666666666664,0.20833333333333334,0.012890624999999975,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,6,48,4.0,0.08333333333333333,8.35625,3.0,15.0,0.17408854166666665,0.0625,0.3125,0.09075520833333332,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Complexity,0,30,6.0,0.2,8.98125,4.0,15.0,0.299375,0.13333333333333333,0.5,0.09937499999999999,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Complexity,1,30,1.0,0.03333333333333333,2.3875,0.0,6.0,0.07958333333333333,0.0,0.2,0.04624999999999999,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Complexity,2,30,5.0,0.16666666666666666,2.63125,0.0,6.0,0.08770833333333333,0.0,0.2,-0.07895833333333332,True
