dgp,fit,leaf,nuisance_truth,design,estimand,node_key,node_name,node_type,top_feature,depth,kind,support,demandingness,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,beta_pres,weak support,strongly undemanding,0.9250177775636342,0.8452893613113653,0.8548186513219019,0.7026828722778489,0.9373145292647463,-0.0701991262417323,0.0701991262417323,0.004927917325102668,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,beta_abs,weak support,strongly undemanding,0.869159106691928,0.19745156955382223,0.18657421079256228,0.07934801437512032,0.37250343736529473,-0.6825848958993657,0.6825848958993657,0.46592214010994787,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,beta_pres,strong support,weakly demanding,0.8581969292138683,0.7839167105899985,0.7916149538059938,0.6280023330014565,0.9027798834524225,-0.06658197540787447,0.06658197540787447,0.004433159449214801,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,beta_abs,strong support,weakly demanding,0.32993929915827946,0.2053367071122317,0.19701379657669857,0.08733797984692303,0.3660758287555519,-0.1329255025815809,0.1329255025815809,0.01766918923656587,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,indicator,Representationality,3,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.8146850155457545,0.8212095848511306,0.6734028625566952,0.9179686351248321,0.07012330100151032,0.07012330100151032,0.004917277343348418,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,Activation Steering Effects,indicator,Representationality,3,beta_abs,moderate support,weakly demanding,0.2863762716993723,0.16703694952922585,0.15898525949799502,0.07143140858681711,0.29926188898883527,-0.12739101220137727,0.12739101220137727,0.016228469989691453,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,indicator,Representationality,3,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.8465077340033713,0.8546565284232128,0.7248530807439433,0.9299925110101823,0.21620401973606995,0.21620401973606995,0.046744178150034926,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,Probe-Detectable Themes,indicator,Representationality,3,beta_abs,moderate support,strongly demanding,0.12155430769091663,0.1407300047208658,0.13162138804075307,0.05784648003815205,0.26330075727390595,0.010067080349836444,0.010067080349836444,0.00010134610677006305,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,indicator,Representationality,3,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8158902918846054,0.8250915493672659,0.6667240359485349,0.920024002553109,0.027156075411950642,0.027156075411950642,0.0007374524317795503,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,edge_beta,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,Concept-Specific Ablation Effects,indicator,Representationality,3,beta_abs,strong support,strongly demanding,0.10156225083779936,0.18281672354375997,0.17211382249434376,0.07150132102030747,0.3465723851581242,0.0705515716565444,0.0705515716565444,0.004977524263208519,True
