dgp,fit,leaf,nuisance_truth,design,estimand,system,node_key,node_name,node_type,top_feature,depth,fanout,subtree_indicator_count,subtree_rating_count,z_true,prior_p_z1,posterior_p_z1,prior_entropy,posterior_entropy,entropy_reduction,relative_entropy_reduction,brier,log_score,neg_log_score
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,4,8,8,1,0.9249619188927626,0.766587418533784,0.2664801241977445,0.5433670361009497,-0.27688691190320525,-1.039052772647833,0.05448143318672293,-0.2658065382056026,0.2658065382056026
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,3,3,3,1,0.81855749032424,0.8194905291527108,0.47357379847331393,0.4721651430266414,0.0014086554466725132,0.002974521502696462,0.032583669065568345,-0.19907243772566724,0.19907243772566724
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,1,1,1,1,0.8165595731648473,0.7553824980919599,0.47657047011926423,0.5563442349785918,-0.07977376485932752,-0.16739133005736534,0.05983772223973,-0.2805310380323411,0.2805310380323411
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,2,2,2,1,0.7456809635581148,0.6666927049786917,0.5670305359962824,0.6364961183867405,-0.06946558239045808,-0.12250765696137662,0.11109375291442145,-0.4054260514028499,0.4054260514028499
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,2,2,2,1,0.7162153362665447,0.7857988553574902,0.5964923590428877,0.5194699379907477,0.07702242105213997,0.12912557870100408,0.04588213036616142,-0.24105442851767014,0.24105442851767014
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,1,1,1,1,0.8263271266737368,0.6454381560334962,0.46166248881619654,0.650224952870202,-0.18856246405400545,-0.4084422464937985,0.12571410119692739,-0.4378258811342652,0.4378258811342652
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,4,13,13,1,0.7972391007321977,0.7471987697591146,0.5042061037076643,0.56539173730713,-0.061185633599465716,-0.12135044210996063,0.06390846201130515,-0.291424038536854,0.291424038536854
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,5,5,5,0,0.46309688116658304,2.8171602683985104e-05,0.6904210219852163,0.0003233306111926924,0.6900976913740235,0.9995316906628031,7.936391977843167e-10,-2.8171999511031302e-05,2.8171999511031302e-05
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Point of View,Point of View,feature,Coherence,2,2,2,2,1,0.7035965231190177,0.7488919949297598,0.6077861072562275,0.563549142020282,0.04423696523594556,0.0727837716390848,0.06305523021035579,-0.28916050488828454,0.28916050488828454
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Common Representational Scheme,Common Representational Scheme,feature,Coherence,2,3,3,3,1,0.6568612638872846,0.7898131131602183,0.6430954647884466,0.5142041764995595,0.12889128828888707,0.20042325804814576,0.0441785273993992,-0.23595892712710678,0.23595892712710678
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Social Coherence,Social Coherence,feature,Coherence,2,3,3,3,0,0.719349318487208,0.7474820721152335,0.5935668115866956,0.5650845021912885,0.02848230939540708,0.04798501000968952,0.5587294481336832,-1.376273031263384,1.376273031263384
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Modularity,Modularity,feature,Modularity,1,6,6,6,1,0.5597210483405006,0.7608856091330736,0.6859969149136287,0.5500569528173862,0.13593996209624248,0.19816410123849926,0.05717569191966127,-0.2732722489328116,0.2732722489328116
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity,Complexity,feature,Complexity,1,3,8,8,1,0.9199980446485339,0.7525452498329797,0.2787741473894699,0.5595215870984249,-0.28074743970895505,-1.00707846239676,0.061233853380222455,-0.28429415149859116,0.28429415149859116
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity > Functional Diversity,Functional Diversity,feature,Complexity,2,2,2,2,1,0.7139085742061968,0.7487045426634492,0.5986148101617902,0.5637538798800632,0.03486093028172699,0.05823599698828864,0.06314940687798622,-0.28941084236247605,0.28941084236247605
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity > Informational Complexity,Informational Complexity,feature,Complexity,2,4,2,2,1,0.8133359436146962,0.7758804456785741,0.4813494939361266,0.532072713613217,-0.05072321967709037,-0.10537711229799519,0.050229574629234594,-0.25375683551532435,0.25375683551532435
