kind,support,demandingness,prior_mu,prior_sigma_logit,prior_sd_natural_approx,post_mean,post_sd,post_p03,post_p97,contraction,fraction_back_to_baseline
abs,moderate support,moderately demanding,0.1,0.3,0.02731570469460425,0.1141782307102969,0.028320664064705934,0.06819260381012886,0.1745971324670513,1.0367905342855825,0.03544557677574223
abs,moderate support,moderately undemanding,0.1,0.3,0.02731570469460425,0.11703358212456727,0.030857076010438033,0.06808590671908724,0.1831998256645133,1.1296459804140921,0.04258395531141816
abs,moderate support,neutral,0.1,0.3,0.02731570469460425,0.12275987963539371,0.03256921405368474,0.071094893088633,0.19213241204234652,1.1923256023527826,0.05689969908848427
abs,moderate support,strongly demanding,0.1,0.3,0.02731570469460425,0.09939554377187212,0.026093705133403696,0.05764803805918181,0.15463987335483245,0.9552638463893652,-0.0015111405703197023
abs,moderate support,weakly demanding,0.1,0.3,0.02731570469460425,0.10570682811430987,0.027670272681667905,0.06113314854806393,0.16312721793628246,1.0129803712196996,0.01426707028577466
abs,moderate support,weakly undemanding,0.1,0.3,0.02731570469460425,0.11234408809338646,0.031118595076495517,0.06355613552708027,0.17898299723225428,1.1392199258415054,0.030860220233466136
abs,strong support,moderately demanding,0.1,0.3,0.02731570469460425,0.12640273677626318,0.030930629973174764,0.07662733476968434,0.19198777400291395,1.1323387157309759,0.06600684194065794
abs,strong support,moderately undemanding,0.1,0.3,0.02731570469460425,0.1030613723076255,0.027503530718980616,0.06035377889247449,0.16218844263403026,1.0068761185726784,0.007653430769063753
abs,strong support,neutral,0.1,0.3,0.02731570469460425,0.11240070284929052,0.02963096936219558,0.065331235551771,0.17580584371496752,1.0847594705491406,0.03100175712322628
abs,strong support,strongly demanding,0.1,0.3,0.02731570469460425,0.1159487068911388,0.03139932765331651,0.06655577811319473,0.18479118609710726,1.1494972582391005,0.03987176722784699
abs,strong support,weakly demanding,0.1,0.3,0.02731570469460425,0.10994600956936426,0.030289064051345568,0.06200686751900631,0.17461253876535882,1.1088516437699172,0.02486502392341064
abs,strong support,weakly undemanding,0.1,0.3,0.02731570469460425,0.1012241157160506,0.026959975233070414,0.060120021602232905,0.1583755168611959,0.986977108388344,0.003060289290126479
abs,weak support,moderately demanding,0.1,0.3,0.02731570469460425,0.09704322031756904,0.024958788269304956,0.05689615308120208,0.15022235492814623,0.9137157012183961,-0.007391949206077414
