system,node_key,indicator,top_feature,depth,n_ratings,chi2,kl,cov94,obs_p0,obs_p1,obs_p2,obs_p3,obs_p4,obs_p5,obs_p6,pred_p0,pred_p1,pred_p2,pred_p3,pred_p4,pred_p5,pred_p6
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme > Authoritative Representational Scheme,Authoritative Representational Scheme,Coherence,3,3,9.770158397821548,1.2071017792883136,True,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3036957412198264,0.08051947122151513,0.08849671530061597,0.13282170141933272,0.11422792821418377,0.11695059784025613,0.1632878447842699
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,Conflicting Subparts,Coherence,3,4,8.976157718679078,1.1768192908247277,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30825765890946527,0.08050542118075149,0.0876945307918145,0.13009280633381068,0.11105472728281131,0.11506935673868818,0.16732549876265862
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme > Distinguishes Self-Produced from Other-Produced Behavior,Distinguishes Self-Produced from Other-Produced Behavior,Coherence,3,4,11.25668264477164,1.2938364241290425,False,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.2970456752095269,0.07911741286583948,0.08722585842459425,0.1317227031001995,0.11455286010264369,0.11940033424820795,0.1709351560489883
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,Functional Subparts,Coherence,3,4,8.717727089615803,1.0813754659755872,True,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.29609262500563804,0.07887189576891818,0.08697325977853469,0.13146265776190372,0.1145610096421974,0.11978497925630921,0.1722535727864986
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,Information Transfer,Coherence,3,4,4.084689190008572,0.5993207871810005,True,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.2995696762643322,0.07937870652232507,0.08725725443475343,0.13127734086152454,0.11382602050077276,0.11855197286040046,0.17013902855589158
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer Architecture,Information Transfer Architecture,Coherence,3,3,6.909903702245816,1.1949223423960815,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30272746235870385,0.08027492816987464,0.0882485754674955,0.1325773920203705,0.11425542754450616,0.11734732079634284,0.16456889364270658
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Learning Transfer,Learning Transfer,Coherence,3,3,11.363534603746306,1.5619173043918817,True,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.301639413773988,0.0796596398682526,0.08736369015499866,0.13098779894010712,0.11310693471729928,0.11762449999713365,0.1696180225482206
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence > Persistence Seeking,Persistence Seeking,Coherence,3,4,9.739983924552359,1.2263668844132123,True,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.29900290226712023,0.07894411702600825,0.08660423350522176,0.1300983608170328,0.11297356642019987,0.11869906526705659,0.17367775469736052
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Point of View > Perspective-relative Representations,Perspective-relative Representations,Coherence,3,3,4.732915445011422,0.8284611072663258,True,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.2944223458255393,0.07861441969919053,0.08686773238634375,0.13175555690586951,0.11527800615918814,0.12061983231478927,0.17244210670907945
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Point of View > Stable Personality,Stable Personality,Coherence,3,4,5.196937883925764,0.8277067400177731,True,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.3092777185111922,0.08068825908099501,0.08782681767453156,0.13007805084485222,0.11080781117160012,0.1146067899292719,0.16671455278755695
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence > Stable Personality,Stable Personality,Coherence,3,4,8.027205699983702,1.0074576775199122,True,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.2975526674759878,0.07920972837740427,0.08732704460411735,0.13193620374566012,0.11479693175769226,0.11937200124799076,0.1698054227911475
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence > Stable Social Interactions,Stable Social Interactions,Coherence,3,4,9.582197122960796,1.166333526470363,True,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.2985571374577775,0.07912671783914732,0.08698320720255909,0.13095654937255224,0.11364864545486716,0.11882338925032998,0.17190435342276655
2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme > Unified Egocentric Representations,Unified Egocentric Representations,Coherence,3,4,11.14315054435413,1.023702228111753,True,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.30481956997695425,0.08046776274281411,0.08818503478845081,0.13188044726049689,0.11308452854118059,0.11635514291970667,0.16520751377039672
2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity > Compressibility,Compressibility,Complexity,3,3,3.4350113343098467,0.6917178021692691,True,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2931478217019557,0.07826651515642141,0.0864642425402024,0.13116101239126726,0.11491836620375226,0.12092528808070152,0.17511675392569942
