dgp,fit,leaf,nuisance_truth,design,estimand,system,top_feature,category,rating_count,observed_count,observed_proportion,pred_count_mean,pred_count_p03,pred_count_p97,pred_prop_mean,pred_prop_p03,pred_prop_p97,prop_error,interval_includes_observed_prop
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,0,48,14.0,0.2916666666666667,14.16375,8.0,21.0,0.295078125,0.16666666666666666,0.4375,0.0034114583333333393,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,1,48,5.0,0.10416666666666667,3.55925,0.0,8.0,0.07415104166666667,0.0,0.16666666666666666,-0.030015625000000004,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,2,48,3.0,0.0625,3.961,1.0,8.0,0.08252083333333335,0.020833333333333332,0.16666666666666666,0.02002083333333335,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,3,48,9.0,0.1875,6.3335,2.0,11.0,0.1319479166666667,0.041666666666666664,0.22916666666666666,-0.05555208333333331,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,4,48,8.0,0.16666666666666666,5.61375,2.0,10.0,0.116953125,0.041666666666666664,0.20833333333333334,-0.04971354166666665,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,5,48,5.0,0.10416666666666667,5.8375,2.0,11.0,0.12161458333333335,0.041666666666666664,0.22916666666666666,0.017447916666666674,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Coherence,6,48,4.0,0.08333333333333333,8.53125,3.0,15.0,0.177734375,0.0625,0.3125,0.09440104166666667,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Complexity,0,30,6.0,0.2,8.951,4.0,15.0,0.29836666666666667,0.13333333333333333,0.5,0.09836666666666666,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Complexity,1,30,1.0,0.03333333333333333,2.242,0.0,5.0,0.07473333333333332,0.0,0.16666666666666666,0.041399999999999985,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Complexity,2,30,5.0,0.16666666666666666,2.52825,0.0,6.0,0.084275,0.0,0.2,-0.08239166666666665,True
