dgp,fit,leaf,nuisance_truth,design,estimand,system,node_key,node_name,node_type,top_feature,depth,fanout,subtree_indicator_count,subtree_rating_count,z_true,prior_p_z1,posterior_p_z1,prior_entropy,posterior_entropy,entropy_reduction,relative_entropy_reduction,brier,log_score,neg_log_score
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,4,8,8,1,0.9249619188927626,0.7496879911439812,0.2664801241977445,0.5626776618554122,-0.29619753765766776,-1.1115183113539497,0.06265610177753562,-0.28809817081672484,0.28809817081672484
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,3,3,3,1,0.81855749032424,0.7805040151697532,0.47357379847331393,0.5262693057886229,-0.05269550731530892,-0.11127200762623765,0.04817848735659993,-0.24781539468401673,0.24781539468401673
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,1,1,1,1,0.8165595731648473,0.6555018705906629,0.47657047011926423,0.6439740737041704,-0.16740360358490614,-0.35126726073273595,0.11867896116653237,-0.42235412209723244,0.42235412209723244
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,2,2,2,1,0.7456809635581148,0.6669377921854536,0.5670305359962824,0.6363260729880971,-0.06929553699181468,-0.1222077694106213,0.11093043427430012,-0.4050585025052472,0.4050585025052472
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,2,2,2,1,0.7162153362665447,0.770857998964913,0.5964923590428877,0.5382375315367284,0.05825482750615929,0.09766231976488869,0.0525060566383638,-0.2602511001184281,0.2602511001184281
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,1,1,1,1,0.8263271266737368,0.646688361128226,0.46166248881619654,0.6494726049662205,-0.18781011615002396,-0.4068125972972379,0.12482911416225882,-0.43589076801916704,0.43589076801916704
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,4,13,13,1,0.7972391007321977,0.7463918419405485,0.5042061037076643,0.5662645050059459,-0.06205840129828166,-0.12308141619456228,0.06431709783430772,-0.2925045593847413,0.2925045593847413
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,5,5,5,0,0.46309688116658304,3.279680163261644e-05,0.6904210219852163,0.0003714291296138525,0.6900495928556024,0.999462025173356,1.0756301973291922e-09,-3.279733945945327e-05,3.279733945945327e-05
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Point of View,Point of View,feature,Coherence,2,2,2,2,1,0.7035965231190177,0.7481308477543132,0.6077861072562275,0.5643793170437027,0.043406790212524804,0.07141787167278173,0.06343806985296098,-0.29017738615332983,0.29017738615332983
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Common Representational Scheme,Common Representational Scheme,feature,Coherence,2,3,3,3,1,0.6568612638872846,0.7504021977821501,0.6430954647884466,0.561892853670351,0.08120261111809557,0.1262683622637707,0.062299062871980906,-0.28714595248024516,0.28714595248024516
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Coherence > Social Coherence,Social Coherence,feature,Coherence,2,3,3,3,0,0.719349318487208,0.7476330363096934,0.5935668115866956,0.5649206112308837,0.02864620035581189,0.0482611220786354,0.5589551569816512,-1.3768710455889377,1.3768710455889377
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Modularity,Modularity,feature,Modularity,1,6,6,6,1,0.5597210483405006,0.7721015083410352,0.6859969149136287,0.5367245701648906,0.14927234474873807,0.21759914877683145,0.05193772250043125,-0.25863925011269545,0.25863925011269545
